Período;Ano;Mês;Dia do Mês;Dia da Semana;Nº Certificados de Óbito Diários
2015-12-25;2015;12;25;sexta-feira;286
2015-12-26;2015;12;26;sábado;311
2016-01-12;2016;1;12;terça-feira;378
2016-01-17;2016;1;17;domingo;262
2016-01-24;2016;1;24;domingo;287
2016-01-27;2016;1;27;quarta-feira;343
2016-02-09;2016;2;9;terça-feira;323
2016-02-12;2016;2;12;sexta-feira;358
2016-02-16;2016;2;16;terça-feira;331
2016-02-20;2016;2;20;sábado;320
2016-02-21;2016;2;21;domingo;309
2016-02-28;2016;2;28;domingo;244
2016-03-02;2016;3;2;quarta-feira;343
2016-03-05;2016;3;5;sábado;318
2016-03-06;2016;3;6;domingo;264
2016-03-07;2016;3;7;segunda-feira;393
2016-03-09;2016;3;9;quarta-feira;378
2016-03-21;2016;3;21;segunda-feira;393
2016-04-05;2016;4;5;terça-feira;342
2016-04-06;2016;4;6;quarta-feira;317
2016-04-07;2016;4;7;quinta-feira;346
2016-04-08;2016;4;8;sexta-feira;309
2016-04-23;2016;4;23;sábado;286
2016-04-26;2016;4;26;terça-feira;347
2016-04-27;2016;4;27;quarta-feira;307
2016-04-28;2016;4;28;quinta-feira;319
2016-05-10;2016;5;10;terça-feira;301
2016-05-16;2016;5;16;segunda-feira;338
2016-05-18;2016;5;18;quarta-feira;263
2016-05-24;2016;5;24;terça-feira;294
2016-05-31;2016;5;31;terça-feira;298
2016-06-03;2016;6;3;sexta-feira;310
2016-06-07;2016;6;7;terça-feira;286
2016-06-14;2016;6;14;terça-feira;294
2016-06-20;2016;6;20;segunda-feira;310
2016-06-22;2016;6;22;quarta-feira;276
2016-07-03;2016;7;3;domingo;234
2016-07-04;2016;7;4;segunda-feira;321
2016-07-07;2016;7;7;quinta-feira;271
2016-07-11;2016;7;11;segunda-feira;320
2016-07-12;2016;7;12;terça-feira;242
2016-08-03;2016;8;3;quarta-feira;262
2016-08-07;2016;8;7;domingo;222
2016-08-09;2016;8;9;terça-feira;327
2016-08-14;2016;8;14;domingo;255
2016-08-15;2016;8;15;segunda-feira;249
2016-08-24;2016;8;24;quarta-feira;279
2016-08-31;2016;8;31;quarta-feira;264
2016-09-08;2016;9;8;quinta-feira;313
2016-09-12;2016;9;12;segunda-feira;294
2016-09-13;2016;9;13;terça-feira;261
2016-09-24;2016;9;24;sábado;254
2016-09-27;2016;9;27;terça-feira;285
2016-10-07;2016;10;7;sexta-feira;276
2016-10-18;2016;10;18;terça-feira;275
2016-10-20;2016;10;20;quinta-feira;306
2016-11-01;2016;11;1;terça-feira;239
2016-11-04;2016;11;4;sexta-feira;311
2016-11-06;2016;11;6;domingo;210
2016-11-08;2016;11;8;terça-feira;294
2016-11-12;2016;11;12;sábado;299
2016-11-14;2016;11;14;segunda-feira;339
2016-11-24;2016;11;24;quinta-feira;325
2016-11-25;2016;11;25;sexta-feira;351
2016-11-26;2016;11;26;sábado;292
2016-11-30;2016;11;30;quarta-feira;402
2016-12-01;2016;12;1;quinta-feira;286
2016-12-03;2016;12;3;sábado;307
2016-12-04;2016;12;4;domingo;325
2016-12-19;2016;12;19;segunda-feira;463
2016-12-26;2016;12;26;segunda-feira;454
2016-12-27;2016;12;27;terça-feira;500
2016-12-29;2016;12;29;quinta-feira;449
2016-12-30;2016;12;30;sexta-feira;481
2016-12-31;2016;12;31;sábado;449
2017-01-11;2017;1;11;quarta-feira;434
2017-01-12;2017;1;12;quinta-feira;440
2017-01-17;2017;1;17;terça-feira;453
2017-01-18;2017;1;18;quarta-feira;381
2017-01-20;2017;1;20;sexta-feira;421
2017-01-28;2017;1;28;sábado;372
2017-02-02;2017;2;2;quinta-feira;392
2017-02-05;2017;2;5;domingo;307
2017-02-07;2017;2;7;terça-feira;398
2017-02-13;2017;2;13;segunda-feira;436
2017-02-16;2017;2;16;quinta-feira;334
2017-02-18;2017;2;18;sábado;331
2017-02-19;2017;2;19;domingo;313
2017-02-26;2017;2;26;domingo;261
2017-02-28;2017;2;28;terça-feira;286
2017-03-01;2017;3;1;quarta-feira;325
2017-03-03;2017;3;3;sexta-feira;318
2017-03-20;2017;3;20;segunda-feira;353
2017-03-27;2017;3;27;segunda-feira;346
2017-03-29;2017;3;29;quarta-feira;313
2017-04-09;2017;4;9;domingo;256
2017-04-13;2017;4;13;quinta-feira;267
2017-04-18;2017;4;18;terça-feira;285
2017-04-23;2017;4;23;domingo;245
2017-04-26;2017;4;26;quarta-feira;281
2017-05-02;2017;5;2;terça-feira;307
2017-05-03;2017;5;3;quarta-feira;319
2017-05-04;2017;5;4;quinta-feira;297
2017-05-06;2017;5;6;sábado;248
2017-05-07;2017;5;7;domingo;241
2017-05-27;2017;5;27;sábado;250
2017-05-31;2017;5;31;quarta-feira;279
2017-06-03;2017;6;3;sábado;255
2017-06-09;2017;6;9;sexta-feira;258
2017-06-10;2017;6;10;sábado;253
2017-06-12;2017;6;12;segunda-feira;273
2017-06-13;2017;6;13;terça-feira;276
2017-06-20;2017;6;20;terça-feira;332
2017-06-22;2017;6;22;quinta-feira;316
2017-06-24;2017;6;24;sábado;247
2017-06-30;2017;6;30;sexta-feira;241
2017-07-01;2017;7;1;sábado;207
2017-07-08;2017;7;8;sábado;196
2017-07-09;2017;7;9;domingo;199
2017-07-15;2017;7;15;sábado;242
2017-07-20;2017;7;20;quinta-feira;269
2017-07-25;2017;7;25;terça-feira;257
2017-07-29;2017;7;29;sábado;234
2017-07-31;2017;7;31;segunda-feira;297
2017-08-04;2017;8;4;sexta-feira;280
2017-08-10;2017;8;10;quinta-feira;247
2017-08-12;2017;8;12;sábado;210
2017-08-14;2017;8;14;segunda-feira;318
2017-08-20;2017;8;20;domingo;213
2017-09-01;2017;9;1;sexta-feira;261
2017-09-16;2017;9;16;sábado;238
2017-09-17;2017;9;17;domingo;212
2017-09-21;2017;9;21;quinta-feira;259
2017-09-23;2017;9;23;sábado;243
2017-09-26;2017;9;26;terça-feira;281
2017-10-01;2017;10;1;domingo;242
2017-10-07;2017;10;7;sábado;222
2017-10-08;2017;10;8;domingo;234
2017-10-18;2017;10;18;quarta-feira;314
2017-10-22;2017;10;22;domingo;238
2017-10-30;2017;10;30;segunda-feira;315
2017-11-05;2017;11;5;domingo;220
2017-11-07;2017;11;7;terça-feira;289
2017-11-08;2017;11;8;quarta-feira;240
2017-11-13;2017;11;13;segunda-feira;312
2017-12-01;2017;12;1;sexta-feira;251
2017-12-02;2017;12;2;sábado;292
2017-12-08;2017;12;8;sexta-feira;305
2017-12-17;2017;12;17;domingo;294
2017-12-19;2017;12;19;terça-feira;373
2017-12-22;2017;12;22;sexta-feira;396
2017-12-25;2017;12;25;segunda-feira;314
2018-01-01;2018;1;1;segunda-feira;333
2018-01-02;2018;1;2;terça-feira;490
2018-01-04;2018;1;4;quinta-feira;463
2018-01-21;2018;1;21;domingo;319
2018-01-28;2018;1;28;domingo;326
2018-01-29;2018;1;29;segunda-feira;435
2018-01-30;2018;1;30;terça-feira;413
2018-01-31;2018;1;31;quarta-feira;377
2018-02-02;2018;2;2;sexta-feira;390
2018-02-10;2018;2;10;sábado;348
2018-02-12;2018;2;12;segunda-feira;476
2018-02-15;2018;2;15;quinta-feira;418
2018-02-17;2018;2;17;sábado;347
2018-02-21;2018;2;21;quarta-feira;410
2018-03-06;2018;3;6;terça-feira;391
2018-03-09;2018;3;9;sexta-feira;327
2018-03-15;2018;3;15;quinta-feira;349
2018-03-17;2018;3;17;sábado;290
2018-03-18;2018;3;18;domingo;283
2018-03-19;2018;3;19;segunda-feira;345
2018-03-20;2018;3;20;terça-feira;329
2018-03-21;2018;3;21;quarta-feira;323
2018-03-28;2018;3;28;quarta-feira;353
2018-04-03;2018;4;3;terça-feira;402
2018-04-07;2018;4;7;sábado;280
2018-04-16;2018;4;16;segunda-feira;388
2018-04-19;2018;4;19;quinta-feira;331
2018-04-22;2018;4;22;domingo;253
2018-04-24;2018;4;24;terça-feira;337
2018-04-25;2018;4;25;quarta-feira;257
2018-04-28;2018;4;28;sábado;256
2018-05-02;2018;5;2;quarta-feira;292
2018-05-08;2018;5;8;terça-feira;318
2018-05-12;2018;5;12;sábado;243
2018-05-21;2018;5;21;segunda-feira;338
2018-05-22;2018;5;22;terça-feira;276
2018-05-28;2018;5;28;segunda-feira;315
2018-05-31;2018;5;31;quinta-feira;252
2018-06-10;2018;6;10;domingo;227
2018-06-11;2018;6;11;segunda-feira;325
2018-06-13;2018;6;13;quarta-feira;279
2018-06-17;2018;6;17;domingo;252
2018-06-18;2018;6;18;segunda-feira;326
2018-06-22;2018;6;22;sexta-feira;280
2018-06-29;2018;6;29;sexta-feira;280
2018-06-30;2018;6;30;sábado;252
2018-07-04;2018;7;4;quarta-feira;275
2018-07-05;2018;7;5;quinta-feira;261
2018-07-08;2018;7;8;domingo;218
2018-07-25;2018;7;25;quarta-feira;285
2018-07-30;2018;7;30;segunda-feira;279
2018-08-09;2018;8;9;quinta-feira;309
2018-08-11;2018;8;11;sábado;238
2018-08-15;2018;8;15;quarta-feira;240
2018-08-23;2018;8;23;quinta-feira;295
2018-09-04;2018;9;4;terça-feira;309
2018-09-08;2018;9;8;sábado;250
2018-09-12;2018;9;12;quarta-feira;262
2018-09-16;2018;9;16;domingo;230
2018-09-29;2018;9;29;sábado;229
2018-10-02;2018;10;2;terça-feira;298
2018-10-06;2018;10;6;sábado;221
2018-10-11;2018;10;11;quinta-feira;295
2018-10-13;2018;10;13;sábado;263
2018-10-19;2018;10;19;sexta-feira;295
2018-10-20;2018;10;20;sábado;243
2018-10-28;2018;10;28;domingo;244
2018-10-30;2018;10;30;terça-feira;322
2018-11-08;2018;11;8;quinta-feira;291
2018-11-12;2018;11;12;segunda-feira;371
2018-11-18;2018;11;18;domingo;267
2018-11-20;2018;11;20;terça-feira;291
2018-11-30;2018;11;30;sexta-feira;307
2018-12-01;2018;12;1;sábado;266
2018-12-02;2018;12;2;domingo;272
2018-12-07;2018;12;7;sexta-feira;329
2018-12-13;2018;12;13;quinta-feira;353
2018-12-17;2018;12;17;segunda-feira;355
2018-12-18;2018;12;18;terça-feira;342
2018-12-21;2018;12;21;sexta-feira;353
2018-12-25;2018;12;25;terça-feira;269
2018-12-28;2018;12;28;sexta-feira;372
2018-12-31;2018;12;31;segunda-feira;372
2019-01-01;2019;1;1;terça-feira;311
2019-01-03;2019;1;3;quinta-feira;416
2019-01-05;2019;1;5;sábado;335
2019-01-06;2019;1;6;domingo;349
2019-01-15;2019;1;15;terça-feira;439
2019-01-16;2019;1;16;quarta-feira;431
2019-01-20;2019;1;20;domingo;346
2019-02-03;2019;2;3;domingo;327
2019-02-04;2019;2;4;segunda-feira;402
2019-02-05;2019;2;5;terça-feira;427
2019-02-16;2019;2;16;sábado;332
2019-02-19;2019;2;19;terça-feira;416
2019-03-08;2019;3;8;sexta-feira;350
2019-03-10;2019;3;10;domingo;285
2019-03-13;2019;3;13;quarta-feira;311
2019-03-17;2019;3;17;domingo;284
2019-03-30;2019;3;30;sábado;310
2019-04-19;2019;4;19;sexta-feira;262
2019-04-24;2019;4;24;quarta-feira;338
2019-04-29;2019;4;29;segunda-feira;343
2019-04-30;2019;4;30;terça-feira;338
2019-05-04;2019;5;4;sábado;291
2019-05-07;2019;5;7;terça-feira;314
2019-05-12;2019;5;12;domingo;251
2019-05-13;2019;5;13;segunda-feira;310
2019-05-14;2019;5;14;terça-feira;22
2019-05-27;2019;5;27;segunda-feira;325
2019-05-31;2019;5;31;sexta-feira;306
2019-06-06;2019;6;6;quinta-feira;258
2019-06-14;2019;6;14;sexta-feira;278
2019-06-26;2019;6;26;quarta-feira;265
2019-06-27;2019;6;27;quinta-feira;243
2019-06-30;2019;6;30;domingo;219
2019-07-09;2019;7;9;terça-feira;274
2019-07-12;2019;7;12;sexta-feira;315
2019-07-16;2019;7;16;terça-feira;305
2019-07-26;2019;7;26;sexta-feira;271
2019-07-29;2019;7;29;segunda-feira;292
2019-08-05;2019;8;5;segunda-feira;269
2019-08-10;2019;8;10;sábado;229
2019-08-19;2019;8;19;segunda-feira;280
2019-09-01;2019;9;1;domingo;218
2019-09-04;2019;9;4;quarta-feira;284
2019-09-24;2019;9;24;terça-feira;267
2019-09-30;2019;9;30;segunda-feira;329
2019-10-01;2019;10;1;terça-feira;297
2019-10-05;2019;10;5;sábado;236
2019-10-12;2019;10;12;sábado;246
2019-10-13;2019;10;13;domingo;244
2019-10-14;2019;10;14;segunda-feira;294
2019-10-16;2019;10;16;quarta-feira;253
2019-10-22;2019;10;22;terça-feira;309
2019-11-01;2019;11;1;sexta-feira;266
2019-11-03;2019;11;3;domingo;259
2019-11-04;2019;11;4;segunda-feira;369
2019-11-08;2019;11;8;sexta-feira;326
2019-11-20;2019;11;20;quarta-feira;308
2019-11-26;2019;11;26;terça-feira;348
2019-12-07;2019;12;7;sábado;265
2019-12-14;2019;12;14;sábado;284
2019-12-19;2019;12;19;quinta-feira;350
2019-12-22;2019;12;22;domingo;301
2019-12-23;2019;12;23;segunda-feira;368
2019-12-31;2019;12;31;terça-feira;326
2020-01-01;2020;1;1;quarta-feira;313
2020-01-02;2020;1;2;quinta-feira;413
2020-01-05;2020;1;5;domingo;294
2020-01-09;2020;1;9;quinta-feira;386
2020-01-10;2020;1;10;sexta-feira;403
2020-01-11;2020;1;11;sábado;339
2020-01-14;2020;1;14;terça-feira;410
2020-01-22;2020;1;22;quarta-feira;397
2020-01-26;2020;1;26;domingo;318
2020-01-28;2020;1;28;terça-feira;402
2020-01-31;2020;1;31;sexta-feira;387
2020-02-08;2020;2;8;sábado;324
2020-02-09;2020;2;9;domingo;290
2020-02-13;2020;2;13;quinta-feira;339
2020-02-15;2020;2;15;sábado;287
2020-02-20;2020;2;20;quinta-feira;336
2020-02-25;2020;2;25;terça-feira;278
2020-02-28;2020;2;28;sexta-feira;333
2020-02-29;2020;2;29;sábado;290
2020-03-05;2020;3;5;quinta-feira;313
2020-03-10;2020;3;10;terça-feira;378
2020-03-12;2020;3;12;quinta-feira;346
2020-03-17;2020;3;17;terça-feira;360
2020-03-19;2020;3;19;quinta-feira;357
2020-03-26;2020;3;26;quinta-feira;372
2020-03-31;2020;3;31;terça-feira;423
2020-04-04;2020;4;4;sábado;364
2020-04-20;2020;4;20;segunda-feira;373
2020-05-02;2020;5;2;sábado;281
2020-05-04;2020;5;4;segunda-feira;354
2020-05-06;2020;5;6;quarta-feira;332
2020-05-23;2020;5;23;sábado;276
2020-05-25;2020;5;25;segunda-feira;391
2020-05-27;2020;5;27;quarta-feira;366
2020-06-05;2020;6;5;sexta-feira;301
2020-06-06;2020;6;6;sábado;249
2020-06-07;2020;6;7;domingo;224
2020-07-02;2020;7;2;quinta-feira;313
2020-07-03;2020;7;3;sexta-feira;309
2020-07-11;2020;7;11;sábado;263
2020-07-16;2020;7;16;quinta-feira;396
2020-07-22;2020;7;22;quarta-feira;380
2020-07-23;2020;7;23;quinta-feira;370
2020-07-24;2020;7;24;sexta-feira;351
2020-07-26;2020;7;26;domingo;253
2020-07-27;2020;7;27;segunda-feira;354
2020-07-29;2020;7;29;quarta-feira;333
2020-08-03;2020;8;3;segunda-feira;328
2020-08-06;2020;8;6;quinta-feira;317
2020-08-09;2020;8;9;domingo;236
2020-08-19;2020;8;19;quarta-feira;285
2020-08-24;2020;8;24;segunda-feira;317
2020-09-02;2020;9;2;quarta-feira;302
2020-09-06;2020;9;6;domingo;246
2020-09-23;2020;9;23;quarta-feira;309
2020-10-05;2020;10;5;segunda-feira;283
2020-10-08;2020;10;8;quinta-feira;342
2020-10-09;2020;10;9;sexta-feira;283
2020-10-10;2020;10;10;sábado;273
2020-10-11;2020;10;11;domingo;256
2020-10-12;2020;10;12;segunda-feira;344
2020-10-15;2020;10;15;quinta-feira;327
2020-10-24;2020;10;24;sábado;272
2020-10-25;2020;10;25;domingo;306
2020-10-29;2020;10;29;quinta-feira;361
2020-11-05;2020;11;5;quinta-feira;345
2020-11-22;2020;11;22;domingo;325
2020-11-24;2020;11;24;terça-feira;401
2020-12-07;2020;12;7;segunda-feira;426
2020-12-09;2020;12;9;quarta-feira;449
2020-12-15;2020;12;15;terça-feira;453
2020-12-16;2020;12;16;quarta-feira;429
2020-12-20;2020;12;20;domingo;349
2020-12-30;2020;12;30;quarta-feira;499
2021-01-03;2021;1;3;domingo;395
2021-01-05;2021;1;5;terça-feira;574
2021-01-06;2021;1;6;quarta-feira;561
2021-01-10;2021;1;10;domingo;511
2021-01-11;2021;1;11;segunda-feira;698
2021-01-13;2021;1;13;quarta-feira;644
2021-01-16;2021;1;16;sábado;608
2021-01-20;2021;1;20;quarta-feira;756
2021-01-28;2021;1;28;quinta-feira;698
2021-01-31;2021;1;31;domingo;578
2021-02-02;2021;2;2;terça-feira;647
2021-02-04;2021;2;4;quinta-feira;614
2021-02-06;2021;2;6;sábado;492
2021-02-07;2021;2;7;domingo;468
2021-02-14;2021;2;14;domingo;370
2021-02-19;2021;2;19;sexta-feira;380
2021-03-02;2021;3;2;terça-feira;358
2021-03-10;2021;3;10;quarta-feira;310
2021-03-16;2021;3;16;terça-feira;342
2021-03-18;2021;3;18;quinta-feira;316
2021-04-04;2021;4;4;domingo;242
2021-04-05;2021;4;5;segunda-feira;307
2021-04-09;2021;4;9;sexta-feira;310
2021-04-11;2021;4;11;domingo;249
2021-04-14;2021;4;14;quarta-feira;266
2021-04-22;2021;4;22;quinta-feira;274
2021-04-26;2021;4;26;segunda-feira;310
2021-04-27;2021;4;27;terça-feira;319
2021-05-02;2021;5;2;domingo;217
2021-05-03;2021;5;3;segunda-feira;315
2021-05-14;2021;5;14;sexta-feira;302
2021-05-18;2021;5;18;terça-feira;258
2021-05-24;2021;5;24;segunda-feira;285
2021-05-26;2021;5;26;quarta-feira;308
2021-05-27;2021;5;27;quinta-feira;290
2021-05-31;2021;5;31;segunda-feira;308
2021-06-02;2021;6;2;quarta-feira;268
2021-06-05;2021;6;5;sábado;230
2021-06-20;2021;6;20;domingo;213
2021-07-02;2021;7;2;sexta-feira;293
2021-07-09;2021;7;9;sexta-feira;287
2021-07-13;2021;7;13;terça-feira;293
2021-07-15;2021;7;15;quinta-feira;291
2021-07-21;2021;7;21;quarta-feira;285
2021-07-22;2021;7;22;quinta-feira;296
2021-07-24;2021;7;24;sábado;231
2021-07-26;2021;7;26;segunda-feira;285
2021-07-28;2021;7;28;quarta-feira;285
2021-08-03;2021;8;3;terça-feira;293
2021-08-05;2021;8;5;quinta-feira;326
2021-08-11;2021;8;11;quarta-feira;314
2021-08-17;2021;8;17;terça-feira;357
2021-08-30;2021;8;30;segunda-feira;342
2021-09-02;2021;9;2;quinta-feira;300
2021-09-07;2021;9;7;terça-feira;315
2021-09-08;2021;9;8;quarta-feira;328
2021-09-15;2021;9;15;quarta-feira;296
2021-09-18;2021;9;18;sábado;242
2021-09-25;2021;9;25;sábado;259
2021-10-04;2021;10;4;segunda-feira;290
2021-10-17;2021;10;17;domingo;267
2021-10-18;2021;10;18;segunda-feira;325
2021-11-02;2021;11;2;terça-feira;333
2021-11-15;2021;11;15;segunda-feira;386
2021-11-16;2021;11;16;terça-feira;387
2021-11-23;2021;11;23;terça-feira;369
2021-11-26;2021;11;26;sexta-feira;371
2021-12-02;2021;12;2;quinta-feira;394
2021-12-03;2021;12;3;sexta-feira;427
2021-12-08;2021;12;8;quarta-feira;324
2021-12-14;2021;12;14;terça-feira;396
2021-12-20;2021;12;20;segunda-feira;404
2021-12-29;2021;12;29;quarta-feira;408
2022-01-02;2022;1;2;domingo;283
2022-01-04;2022;1;4;terça-feira;372
2022-01-29;2022;1;29;sábado;345
2022-02-01;2022;2;1;terça-feira;470
2022-02-18;2022;2;18;sexta-feira;400
2022-02-19;2022;2;19;sábado;346
2022-03-11;2022;3;11;sexta-feira;367
2022-03-14;2022;3;14;segunda-feira;368
2022-03-16;2022;3;16;quarta-feira;375
2022-03-17;2022;3;17;quinta-feira;344
2022-03-20;2022;3;20;domingo;280
2022-03-22;2022;3;22;terça-feira;416
2022-03-30;2022;3;30;quarta-feira;369
2022-04-01;2022;4;1;sexta-feira;370
2022-04-05;2022;4;5;terça-feira;363
2022-04-06;2022;4;6;quarta-feira;361
2022-04-07;2022;4;7;quinta-feira;390
2022-04-14;2022;4;14;quinta-feira;376
2022-04-16;2022;4;16;sábado;319
2022-04-19;2022;4;19;terça-feira;354
2022-04-27;2022;4;27;quarta-feira;343
2022-04-29;2022;4;29;sexta-feira;367
2022-05-09;2022;5;9;segunda-feira;385
2022-05-15;2022;5;15;domingo;295
2022-05-17;2022;5;17;terça-feira;364
2022-05-19;2022;5;19;quinta-feira;365
2022-05-20;2022;5;20;sexta-feira;341
2022-05-24;2022;5;24;terça-feira;332
2022-05-26;2022;5;26;quinta-feira;303
2022-05-31;2022;5;31;terça-feira;390
2022-06-01;2022;6;1;quarta-feira;344
2022-06-08;2022;6;8;quarta-feira;366
2022-06-15;2022;6;15;quarta-feira;441
2022-06-19;2022;6;19;domingo;310
2022-06-22;2022;6;22;quarta-feira;332
2022-06-27;2022;6;27;segunda-feira;320
2022-06-29;2022;6;29;quarta-feira;323
2022-07-05;2022;7;5;terça-feira;332
2022-07-06;2022;7;6;quarta-feira;320
2022-07-15;2022;7;15;sexta-feira;461
2022-07-17;2022;7;17;domingo;313
2022-07-23;2022;7;23;sábado;295
2022-07-25;2022;7;25;segunda-feira;368
2022-07-26;2022;7;26;terça-feira;343
2022-07-30;2022;7;30;sábado;298
2022-08-08;2022;8;8;segunda-feira;320
2022-08-14;2022;8;14;domingo;259
2022-08-22;2022;8;22;segunda-feira;343
2022-08-23;2022;8;23;terça-feira;312
2022-09-01;2022;9;1;quinta-feira;303
2022-09-03;2022;9;3;sábado;264
2022-09-11;2022;9;11;domingo;273
2022-09-15;2022;9;15;quinta-feira;331
2022-09-19;2022;9;19;segunda-feira;314
2022-09-22;2022;9;22;quinta-feira;315
2022-09-29;2022;9;29;quinta-feira;269
2022-10-01;2022;10;1;sábado;269
2022-10-16;2022;10;16;domingo;257
2022-10-18;2022;10;18;terça-feira;350
2022-10-19;2022;10;19;quarta-feira;294
2022-10-23;2022;10;23;domingo;275
2022-10-24;2022;10;24;segunda-feira;332
2022-10-29;2022;10;29;sábado;277
2022-11-03;2022;11;3;quinta-feira;363
2022-11-04;2022;11;4;sexta-feira;343
2022-11-09;2022;11;9;quarta-feira;351
2022-11-10;2022;11;10;quinta-feira;343
2022-11-13;2022;11;13;domingo;285
2022-11-21;2022;11;21;segunda-feira;385
2022-12-02;2022;12;2;sexta-feira;386
2022-12-07;2022;12;7;quarta-feira;447
2022-12-08;2022;12;8;quinta-feira;359
2022-12-09;2022;12;9;sexta-feira;428
2022-12-18;2022;12;18;domingo;370
2022-12-21;2022;12;21;quarta-feira;418
2022-12-23;2022;12;23;sexta-feira;384
2023-01-04;2023;1;4;quarta-feira;376
2023-01-11;2023;1;11;quarta-feira;431
2023-01-12;2023;1;12;quinta-feira;376
2023-01-14;2023;1;14;sábado;315
2023-01-16;2023;1;16;segunda-feira;381
2023-01-22;2023;1;22;domingo;307
2023-01-28;2023;1;28;sábado;338
2023-01-31;2023;1;31;terça-feira;452
2023-02-04;2023;2;4;sábado;339
2023-02-05;2023;2;5;domingo;367
2023-02-09;2023;2;9;quinta-feira;422
2023-02-17;2023;2;17;sexta-feira;402
2023-02-22;2023;2;22;quarta-feira;382
2023-02-24;2023;2;24;sexta-feira;389
2023-03-05;2023;3;5;domingo;335
2023-03-13;2023;3;13;segunda-feira;394
2023-03-18;2023;3;18;sábado;285
2023-03-22;2023;3;22;quarta-feira;339
2023-03-23;2023;3;23;quinta-feira;322
2023-03-25;2023;3;25;sábado;282
2023-03-30;2023;3;30;quinta-feira;329
2023-04-03;2023;4;3;segunda-feira;294
2023-04-09;2023;4;9;domingo;260
2023-04-10;2023;4;10;segunda-feira;346
2023-04-16;2023;4;16;domingo;257
2023-04-17;2023;4;17;segunda-feira;334
2023-04-18;2023;4;18;terça-feira;329
2023-04-20;2023;4;20;quinta-feira;328
2023-04-21;2023;4;21;sexta-feira;345
2023-05-04;2023;5;4;quinta-feira;360
2023-05-05;2023;5;5;sexta-feira;318
2023-05-09;2023;5;9;terça-feira;342
2023-05-11;2023;5;11;quinta-feira;269
2023-05-16;2023;5;16;terça-feira;335
2023-05-22;2023;5;22;segunda-feira;289
2023-05-27;2023;5;27;sábado;272
2023-05-28;2023;5;28;domingo;260
2023-06-04;2023;6;4;domingo;253
2023-06-13;2023;6;13;terça-feira;331
2023-06-14;2023;6;14;quarta-feira;306
2023-06-17;2023;6;17;sábado;239
2023-06-20;2023;6;20;terça-feira;313
2023-06-21;2023;6;21;quarta-feira;272
2023-06-30;2023;6;30;sexta-feira;264
2023-07-03;2023;7;3;segunda-feira;321
2023-07-14;2023;7;14;sexta-feira;310
2023-07-16;2023;7;16;domingo;211
2023-07-17;2023;7;17;segunda-feira;289
2023-07-24;2023;7;24;segunda-feira;299
2023-07-26;2023;7;26;quarta-feira;280
2023-08-02;2023;8;2;quarta-feira;302
2023-08-14;2023;8;14;segunda-feira;327
2023-08-17;2023;8;17;quinta-feira;294
2023-08-18;2023;8;18;sexta-feira;331
2023-08-20;2023;8;20;domingo;251
2023-08-24;2023;8;24;quinta-feira;350
2023-08-29;2023;8;29;terça-feira;335
2023-08-31;2023;8;31;quinta-feira;313
2014-01-01;2014;1;1;quarta-feira;265
2014-01-04;2014;1;4;sábado;265
2014-01-14;2014;1;14;terça-feira;404
2014-01-19;2014;1;19;domingo;279
2014-01-20;2014;1;20;segunda-feira;389
2014-01-30;2014;1;30;quinta-feira;331
2014-02-01;2014;2;1;sábado;292
2014-02-03;2014;2;3;segunda-feira;387
2014-02-06;2014;2;6;quinta-feira;394
2014-02-07;2014;2;7;sexta-feira;354
2014-02-09;2014;2;9;domingo;261
2014-02-17;2014;2;17;segunda-feira;399
2014-02-18;2014;2;18;terça-feira;338
2014-02-20;2014;2;20;quinta-feira;354
2014-02-23;2014;2;23;domingo;260
2014-02-25;2014;2;25;terça-feira;353
2014-02-26;2014;2;26;quarta-feira;346
2014-03-06;2014;3;6;quinta-feira;333
2014-03-11;2014;3;11;terça-feira;336
2014-03-18;2014;3;18;terça-feira;297
2014-03-23;2014;3;23;domingo;205
2014-03-30;2014;3;30;domingo;231
2014-04-03;2014;4;3;quinta-feira;347
2014-04-06;2014;4;6;domingo;264
2014-04-08;2014;4;8;terça-feira;336
2014-04-09;2014;4;9;quarta-feira;297
2014-04-12;2014;4;12;sábado;259
2014-05-05;2014;5;5;segunda-feira;338
2014-05-11;2014;5;11;domingo;218
2014-05-14;2014;5;14;quarta-feira;241
2014-05-18;2014;5;18;domingo;203
2014-05-20;2014;5;20;terça-feira;282
2014-05-22;2014;5;22;quinta-feira;244
2014-05-23;2014;5;23;sexta-feira;260
2014-05-30;2014;5;30;sexta-feira;286
2014-06-01;2014;6;1;domingo;215
2014-06-22;2014;6;22;domingo;218
2014-06-25;2014;6;25;quarta-feira;253
2014-07-05;2014;7;5;sábado;217
2014-07-06;2014;7;6;domingo;209
2014-07-25;2014;7;25;sexta-feira;237
2014-07-27;2014;7;27;domingo;209
2014-07-31;2014;7;31;quinta-feira;258
2014-08-11;2014;8;11;segunda-feira;294
2014-08-16;2014;8;16;sábado;244
2014-08-23;2014;8;23;sábado;213
2014-08-25;2014;8;25;segunda-feira;298
2014-08-26;2014;8;26;terça-feira;257
2014-08-27;2014;8;27;quarta-feira;276
2014-09-01;2014;9;1;segunda-feira;306
2014-09-05;2014;9;5;sexta-feira;261
2014-09-11;2014;9;11;quinta-feira;249
2014-09-22;2014;9;22;segunda-feira;312
2014-09-27;2014;9;27;sábado;238
2014-09-30;2014;9;30;terça-feira;273
