Período;Ano;Mês;Dia do Mês;Dia da Semana;Nº Certificados de Óbito Diários
2017-10-23;2017;10;23;segunda-feira;320
2017-10-24;2017;10;24;terça-feira;279
2017-11-01;2017;11;1;quarta-feira;224
2017-11-02;2017;11;2;quinta-feira;308
2017-11-06;2017;11;6;segunda-feira;305
2017-11-15;2017;11;15;quarta-feira;348
2017-11-16;2017;11;16;quinta-feira;323
2017-11-21;2017;11;21;terça-feira;336
2017-11-28;2017;11;28;terça-feira;368
2017-12-03;2017;12;3;domingo;271
2017-12-07;2017;12;7;quinta-feira;377
2017-12-18;2017;12;18;segunda-feira;388
2017-12-27;2017;12;27;quarta-feira;457
2017-12-28;2017;12;28;quinta-feira;444
2017-12-31;2017;12;31;domingo;353
2018-01-05;2018;1;5;sexta-feira;460
2018-01-10;2018;1;10;quarta-feira;448
2018-01-14;2018;1;14;domingo;338
2018-01-25;2018;1;25;quinta-feira;347
2018-02-16;2018;2;16;sexta-feira;424
2018-02-18;2018;2;18;domingo;329
2018-02-19;2018;2;19;segunda-feira;467
2018-03-02;2018;3;2;sexta-feira;396
2018-03-05;2018;3;5;segunda-feira;413
2018-03-07;2018;3;7;quarta-feira;333
2018-03-08;2018;3;8;quinta-feira;339
2018-03-10;2018;3;10;sábado;327
2018-03-16;2018;3;16;sexta-feira;330
2018-03-26;2018;3;26;segunda-feira;399
2018-04-04;2018;4;4;quarta-feira;350
2018-04-08;2018;4;8;domingo;254
2018-04-21;2018;4;21;sábado;291
2018-05-05;2018;5;5;sábado;266
2018-05-06;2018;5;6;domingo;242
2018-05-10;2018;5;10;quinta-feira;279
2018-05-11;2018;5;11;sexta-feira;298
2018-05-15;2018;5;15;terça-feira;295
2018-05-16;2018;5;16;quarta-feira;304
2018-05-25;2018;5;25;sexta-feira;254
2018-06-01;2018;6;1;sexta-feira;273
2018-06-04;2018;6;4;segunda-feira;324
2018-06-05;2018;6;5;terça-feira;328
2018-06-07;2018;6;7;quinta-feira;279
2018-06-14;2018;6;14;quinta-feira;282
2018-06-21;2018;6;21;quinta-feira;332
2018-06-27;2018;6;27;quarta-feira;312
2018-07-03;2018;7;3;terça-feira;278
2018-07-10;2018;7;10;terça-feira;268
2018-07-15;2018;7;15;domingo;206
2018-07-19;2018;7;19;quinta-feira;278
2018-07-20;2018;7;20;sexta-feira;262
2018-07-28;2018;7;28;sábado;248
2018-07-29;2018;7;29;domingo;208
2018-08-10;2018;8;10;sexta-feira;280
2018-08-16;2018;8;16;quinta-feira;307
2018-08-29;2018;8;29;quarta-feira;278
2018-08-30;2018;8;30;quinta-feira;241
2018-09-01;2018;9;1;sábado;236
2018-09-03;2018;9;3;segunda-feira;329
2018-09-20;2018;9;20;quinta-feira;277
2018-09-28;2018;9;28;sexta-feira;304
2018-10-10;2018;10;10;quarta-feira;286
2018-10-12;2018;10;12;sexta-feira;267
2018-10-14;2018;10;14;domingo;242
2018-10-17;2018;10;17;quarta-feira;292
2018-11-01;2018;11;1;quinta-feira;246
2018-11-07;2018;11;7;quarta-feira;308
2018-11-15;2018;11;15;quinta-feira;306
2018-11-17;2018;11;17;sábado;235
2018-11-21;2018;11;21;quarta-feira;307
2018-11-29;2018;11;29;quinta-feira;339
2018-12-06;2018;12;6;quinta-feira;325
2018-12-14;2018;12;14;sexta-feira;308
2018-12-15;2018;12;15;sábado;247
2018-12-20;2018;12;20;quinta-feira;293
2018-12-23;2018;12;23;domingo;305
2019-01-13;2019;1;13;domingo;365
2019-01-14;2019;1;14;segunda-feira;528
2019-01-18;2019;1;18;sexta-feira;433
2019-02-02;2019;2;2;sábado;355
2019-02-10;2019;2;10;domingo;320
2019-02-13;2019;2;13;quarta-feira;397
2019-02-17;2019;2;17;domingo;330
2019-02-21;2019;2;21;quinta-feira;379
2019-02-23;2019;2;23;sábado;342
2019-02-24;2019;2;24;domingo;311
2019-03-02;2019;3;2;sábado;303
2019-03-23;2019;3;23;sábado;289
2019-03-28;2019;3;28;quinta-feira;285
2019-04-12;2019;4;12;sexta-feira;308
2019-04-16;2019;4;16;terça-feira;327
2019-04-21;2019;4;21;domingo;265
2019-04-27;2019;4;27;sábado;256
2019-04-28;2019;4;28;domingo;259
2019-05-01;2019;5;1;quarta-feira;236
2019-05-08;2019;5;8;quarta-feira;277
2019-05-09;2019;5;9;quinta-feira;259
2019-05-16;2019;5;16;quinta-feira;430
2019-05-17;2019;5;17;sexta-feira;263
2019-05-19;2019;5;19;domingo;230
2019-05-23;2019;5;23;quinta-feira;259
2019-05-24;2019;5;24;sexta-feira;280
2019-05-28;2019;5;28;terça-feira;279
2019-06-03;2019;6;3;segunda-feira;323
2019-06-15;2019;6;15;sábado;282
2019-06-29;2019;6;29;sábado;254
2019-07-01;2019;7;1;segunda-feira;308
2019-07-05;2019;7;5;sexta-feira;287
2019-07-08;2019;7;8;segunda-feira;295
2019-07-18;2019;7;18;quinta-feira;266
2019-07-23;2019;7;23;terça-feira;284
2019-08-14;2019;8;14;quarta-feira;270
2019-08-16;2019;8;16;sexta-feira;286
2019-09-10;2019;9;10;terça-feira;266
2019-09-17;2019;9;17;terça-feira;286
2019-09-20;2019;9;20;sexta-feira;295
2019-09-23;2019;9;23;segunda-feira;324
2019-09-26;2019;9;26;quinta-feira;264
2019-10-02;2019;10;2;quarta-feira;286
2019-10-03;2019;10;3;quinta-feira;270
2019-10-04;2019;10;4;sexta-feira;320
2019-10-08;2019;10;8;terça-feira;316
2019-10-24;2019;10;24;quinta-feira;299
2019-10-26;2019;10;26;sábado;269
2019-10-28;2019;10;28;segunda-feira;365
2019-11-02;2019;11;2;sábado;257
2019-11-06;2019;11;6;quarta-feira;296
2019-11-11;2019;11;11;segunda-feira;314
2019-11-15;2019;11;15;sexta-feira;317
2019-12-17;2019;12;17;terça-feira;296
2019-12-20;2019;12;20;sexta-feira;350
2020-01-06;2020;1;6;segunda-feira;401
2020-01-07;2020;1;7;terça-feira;426
2020-01-12;2020;1;12;domingo;343
2020-01-13;2020;1;13;segunda-feira;462
2020-01-16;2020;1;16;quinta-feira;390
2020-01-17;2020;1;17;sexta-feira;420
2020-01-18;2020;1;18;sábado;351
2020-01-19;2020;1;19;domingo;339
2020-01-25;2020;1;25;sábado;384
2020-01-29;2020;1;29;quarta-feira;390
2020-02-06;2020;2;6;quinta-feira;359
2020-02-11;2020;2;11;terça-feira;342
2020-02-17;2020;2;17;segunda-feira;387
2020-02-23;2020;2;23;domingo;277
2020-03-01;2020;3;1;domingo;287
2020-03-07;2020;3;7;sábado;291
2020-03-09;2020;3;9;segunda-feira;370
2020-03-11;2020;3;11;quarta-feira;342
2020-03-13;2020;3;13;sexta-feira;356
2020-03-14;2020;3;14;sábado;330
2020-03-18;2020;3;18;quarta-feira;327
2020-03-24;2020;3;24;terça-feira;380
2020-03-25;2020;3;25;quarta-feira;375
2020-03-28;2020;3;28;sábado;326
2020-04-11;2020;4;11;sábado;320
2020-04-13;2020;4;13;segunda-feira;378
2020-04-16;2020;4;16;quinta-feira;360
2020-04-17;2020;4;17;sexta-feira;378
2020-04-23;2020;4;23;quinta-feira;305
2020-04-24;2020;4;24;sexta-feira;341
2020-04-27;2020;4;27;segunda-feira;328
2020-04-30;2020;4;30;quinta-feira;313
2020-05-03;2020;5;3;domingo;283
2020-05-08;2020;5;8;sexta-feira;339
2020-05-11;2020;5;11;segunda-feira;334
2020-05-12;2020;5;12;terça-feira;330
2020-05-15;2020;5;15;sexta-feira;291
2020-05-17;2020;5;17;domingo;270
2020-05-26;2020;5;26;terça-feira;346
2020-06-03;2020;6;3;quarta-feira;281
2020-06-09;2020;6;9;terça-feira;283
2020-06-17;2020;6;17;quarta-feira;367
2020-06-18;2020;6;18;quinta-feira;267
2020-06-21;2020;6;21;domingo;210
2020-06-24;2020;6;24;quarta-feira;329
2020-06-25;2020;6;25;quinta-feira;311
2020-06-28;2020;6;28;domingo;220
2020-07-01;2020;7;1;quarta-feira;301
2020-07-12;2020;7;12;domingo;266
2020-07-13;2020;7;13;segunda-feira;370
2020-07-15;2020;7;15;quarta-feira;333
2020-07-17;2020;7;17;sexta-feira;385
2020-07-28;2020;7;28;terça-feira;358
2020-08-01;2020;8;1;sábado;290
2020-08-07;2020;8;7;sexta-feira;299
2020-08-13;2020;8;13;quinta-feira;290
2020-08-18;2020;8;18;terça-feira;306
2020-08-30;2020;8;30;domingo;252
2020-09-05;2020;9;5;sábado;296
2020-09-09;2020;9;9;quarta-feira;345
2020-09-10;2020;9;10;quinta-feira;316
2020-09-18;2020;9;18;sexta-feira;296
2020-09-24;2020;9;24;quinta-feira;294
2020-09-25;2020;9;25;sexta-feira;276
2020-09-26;2020;9;26;sábado;250
2020-09-27;2020;9;27;domingo;235
2020-09-28;2020;9;28;segunda-feira;312
2020-09-29;2020;9;29;terça-feira;326
2020-10-01;2020;10;1;quinta-feira;306
2020-10-19;2020;10;19;segunda-feira;333
2020-10-21;2020;10;21;quarta-feira;335
2020-10-28;2020;10;28;quarta-feira;339
2020-11-04;2020;11;4;quarta-feira;409
2020-11-08;2020;11;8;domingo;334
2020-11-13;2020;11;13;sexta-feira;389
2020-11-23;2020;11;23;segunda-feira;447
2020-11-26;2020;11;26;quinta-feira;380
2020-11-27;2020;11;27;sexta-feira;423
2020-11-29;2020;11;29;domingo;348
2020-12-02;2020;12;2;quarta-feira;426
2020-12-03;2020;12;3;quinta-feira;421
2020-12-04;2020;12;4;sexta-feira;447
2020-12-11;2020;12;11;sexta-feira;463
2020-12-14;2020;12;14;segunda-feira;489
2020-12-17;2020;12;17;quinta-feira;414
2020-12-21;2020;12;21;segunda-feira;445
2020-12-22;2020;12;22;terça-feira;458
2020-12-24;2020;12;24;quinta-feira;334
2020-12-28;2020;12;28;segunda-feira;514
2021-01-02;2021;1;2;sábado;396
2021-01-07;2021;1;7;quinta-feira;570
2021-01-08;2021;1;8;sexta-feira;568
2021-01-14;2021;1;14;quinta-feira;676
2021-01-17;2021;1;17;domingo;576
2021-01-19;2021;1;19;terça-feira;736
2021-01-21;2021;1;21;quinta-feira;705
2021-01-22;2021;1;22;sexta-feira;758
2021-01-25;2021;1;25;segunda-feira;792
2021-02-01;2021;2;1;segunda-feira;636
2021-02-08;2021;2;8;segunda-feira;547
2021-02-10;2021;2;10;quarta-feira;542
2021-02-20;2021;2;20;sábado;371
2021-02-22;2021;2;22;segunda-feira;387
2021-02-24;2021;2;24;quarta-feira;373
2021-02-26;2021;2;26;sexta-feira;377
2021-03-11;2021;3;11;quinta-feira;273
2021-03-12;2021;3;12;sexta-feira;336
2021-03-13;2021;3;13;sábado;297
2021-03-21;2021;3;21;domingo;248
2021-03-22;2021;3;22;segunda-feira;341
2021-03-26;2021;3;26;sexta-feira;321
2021-03-28;2021;3;28;domingo;260
2021-03-31;2021;3;31;quarta-feira;343
2021-04-07;2021;4;7;quarta-feira;298
2021-04-08;2021;4;8;quinta-feira;316
2021-04-15;2021;4;15;quinta-feira;287
2021-04-16;2021;4;16;sexta-feira;330
2021-04-21;2021;4;21;quarta-feira;281
2021-04-24;2021;4;24;sábado;245
2021-04-25;2021;4;25;domingo;235
2021-05-04;2021;5;4;terça-feira;304
2021-05-07;2021;5;7;sexta-feira;298
2021-05-11;2021;5;11;terça-feira;276
2021-05-13;2021;5;13;quinta-feira;275
2021-05-15;2021;5;15;sábado;263
2021-05-16;2021;5;16;domingo;251
2021-05-19;2021;5;19;quarta-feira;273
2021-05-20;2021;5;20;quinta-feira;304
2021-05-29;2021;5;29;sábado;296
2021-05-30;2021;5;30;domingo;228
2021-06-04;2021;6;4;sexta-feira;279
2021-06-09;2021;6;9;quarta-feira;300
2021-06-10;2021;6;10;quinta-feira;258
2021-06-12;2021;6;12;sábado;249
2021-06-18;2021;6;18;sexta-feira;265
2021-06-19;2021;6;19;sábado;240
2021-06-24;2021;6;24;quinta-feira;273
2021-07-01;2021;7;1;quinta-feira;286
2021-07-14;2021;7;14;quarta-feira;281
2021-07-29;2021;7;29;quinta-feira;349
2021-08-01;2021;8;1;domingo;210
2021-08-07;2021;8;7;sábado;259
2021-08-14;2021;8;14;sábado;269
2021-08-15;2021;8;15;domingo;247
2021-08-16;2021;8;16;segunda-feira;320
2021-08-21;2021;8;21;sábado;255
2021-08-25;2021;8;25;quarta-feira;318
2021-08-27;2021;8;27;sexta-feira;314
2021-08-29;2021;8;29;domingo;261
2021-09-09;2021;9;9;quinta-feira;303
2021-09-13;2021;9;13;segunda-feira;295
2021-09-22;2021;9;22;quarta-feira;307
2021-09-26;2021;9;26;domingo;248
2021-09-29;2021;9;29;quarta-feira;287
2021-10-05;2021;10;5;terça-feira;275
2021-10-06;2021;10;6;quarta-feira;311
2021-10-10;2021;10;10;domingo;253
2021-10-15;2021;10;15;sexta-feira;309
2021-10-23;2021;10;23;sábado;237
2021-10-27;2021;10;27;quarta-feira;295
2021-10-31;2021;10;31;domingo;315
2021-11-08;2021;11;8;segunda-feira;363
2021-11-09;2021;11;9;terça-feira;375
2021-11-14;2021;11;14;domingo;273
2021-11-17;2021;11;17;quarta-feira;335
2021-11-20;2021;11;20;sábado;317
2021-11-22;2021;11;22;segunda-feira;390
2021-12-05;2021;12;5;domingo;337
2021-12-11;2021;12;11;sábado;319
2021-12-13;2021;12;13;segunda-feira;431
2021-12-28;2021;12;28;terça-feira;409
2021-12-31;2021;12;31;sexta-feira;339
2022-01-01;2022;1;1;sábado;342
2022-01-03;2022;1;3;segunda-feira;389
2022-01-07;2022;1;7;sexta-feira;361
2022-01-11;2022;1;11;terça-feira;395
2022-01-13;2022;1;13;quinta-feira;372
2022-01-16;2022;1;16;domingo;319
2022-01-18;2022;1;18;terça-feira;432
2022-01-22;2022;1;22;sábado;351
2022-01-23;2022;1;23;domingo;343
2022-01-30;2022;1;30;domingo;375
2022-01-31;2022;1;31;segunda-feira;417
2022-02-07;2022;2;7;segunda-feira;421
2022-02-08;2022;2;8;terça-feira;426
2022-02-17;2022;2;17;quinta-feira;406
2022-02-21;2022;2;21;segunda-feira;376
2022-03-04;2022;3;4;sexta-feira;364
2022-03-06;2022;3;6;domingo;257
2022-03-07;2022;3;7;segunda-feira;419
2022-03-13;2022;3;13;domingo;270
2022-03-15;2022;3;15;terça-feira;373
2022-03-18;2022;3;18;sexta-feira;357
2022-03-27;2022;3;27;domingo;301
2022-04-02;2022;4;2;sábado;333
2022-04-04;2022;4;4;segunda-feira;355
2022-04-10;2022;4;10;domingo;318
2022-04-18;2022;4;18;segunda-feira;396
2022-05-01;2022;5;1;domingo;256
2022-05-02;2022;5;2;segunda-feira;321
2022-05-07;2022;5;7;sábado;297
2022-05-10;2022;5;10;terça-feira;386
2022-05-14;2022;5;14;sábado;342
2022-05-30;2022;5;30;segunda-feira;369
2022-06-02;2022;6;2;quinta-feira;331
2022-06-05;2022;6;5;domingo;314
2022-06-21;2022;6;21;terça-feira;367
2022-06-23;2022;6;23;quinta-feira;314
2022-06-26;2022;6;26;domingo;269
2022-06-28;2022;6;28;terça-feira;314
2022-07-01;2022;7;1;sexta-feira;336
2022-07-02;2022;7;2;sábado;252
2022-07-03;2022;7;3;domingo;312
2022-07-09;2022;7;9;sábado;313
2022-07-10;2022;7;10;domingo;350
2022-07-18;2022;7;18;segunda-feira;444
2022-07-27;2022;7;27;quarta-feira;350
2022-08-12;2022;8;12;sexta-feira;317
2022-08-17;2022;8;17;quarta-feira;330
2022-08-27;2022;8;27;sábado;252
2022-08-31;2022;8;31;quarta-feira;309
2022-09-05;2022;9;5;segunda-feira;282
2022-09-06;2022;9;6;terça-feira;314
2022-09-14;2022;9;14;quarta-feira;269
2022-09-21;2022;9;21;quarta-feira;359
2022-09-25;2022;9;25;domingo;218
2022-10-02;2022;10;2;domingo;244
2022-10-07;2022;10;7;sexta-feira;346
2022-10-12;2022;10;12;quarta-feira;332
2022-10-15;2022;10;15;sábado;255
2022-10-25;2022;10;25;terça-feira;346
2022-10-26;2022;10;26;quarta-feira;292
2022-10-31;2022;10;31;segunda-feira;360
2022-11-08;2022;11;8;terça-feira;362
2022-11-17;2022;11;17;quinta-feira;339
2022-11-19;2022;11;19;sábado;286
2022-11-20;2022;11;20;domingo;290
2022-11-22;2022;11;22;terça-feira;394
2022-11-25;2022;11;25;sexta-feira;351
2022-11-29;2022;11;29;terça-feira;383
2022-12-10;2022;12;10;sábado;334
2022-12-11;2022;12;11;domingo;353
2022-12-14;2022;12;14;quarta-feira;424
2022-12-16;2022;12;16;sexta-feira;413
2022-12-20;2022;12;20;terça-feira;464
2022-12-28;2022;12;28;quarta-feira;357
2023-01-05;2023;1;5;quinta-feira;390
2023-01-13;2023;1;13;sexta-feira;402
2023-01-21;2023;1;21;sábado;332
2023-01-29;2023;1;29;domingo;364
2023-01-30;2023;1;30;segunda-feira;436
2023-02-03;2023;2;3;sexta-feira;393
2023-02-10;2023;2;10;sexta-feira;417
2023-02-15;2023;2;15;quarta-feira;402
2023-02-16;2023;2;16;quinta-feira;411
2023-02-21;2023;2;21;terça-feira;348
2023-03-08;2023;3;8;quarta-feira;417
2023-03-14;2023;3;14;terça-feira;339
2023-03-16;2023;3;16;quinta-feira;355
2023-03-19;2023;3;19;domingo;287
2023-04-02;2023;4;2;domingo;265
2023-04-05;2023;4;5;quarta-feira;341
2023-04-08;2023;4;8;sábado;285
2023-04-19;2023;4;19;quarta-feira;315
2023-04-27;2023;4;27;quinta-feira;344
2023-04-29;2023;4;29;sábado;336
2023-04-30;2023;4;30;domingo;257
2023-05-03;2023;5;3;quarta-feira;349
2023-05-06;2023;5;6;sábado;266
2023-05-12;2023;5;12;sexta-feira;249
2023-05-15;2023;5;15;segunda-feira;300
2023-05-18;2023;5;18;quinta-feira;295
2023-05-29;2023;5;29;segunda-feira;324
2023-05-30;2023;5;30;terça-feira;352
2023-06-02;2023;6;2;sexta-feira;298
2023-06-05;2023;6;5;segunda-feira;301
2023-06-08;2023;6;8;quinta-feira;266
2023-06-09;2023;6;9;sexta-feira;325
2023-06-15;2023;6;15;quinta-feira;300
2023-06-16;2023;6;16;sexta-feira;320
2023-07-01;2023;7;1;sábado;234
2023-07-02;2023;7;2;domingo;240
2023-07-04;2023;7;4;terça-feira;293
2023-07-18;2023;7;18;terça-feira;318
2023-07-19;2023;7;19;quarta-feira;319
2023-07-21;2023;7;21;sexta-feira;291
2023-07-23;2023;7;23;domingo;241
2023-07-27;2023;7;27;quinta-feira;280
2023-07-31;2023;7;31;segunda-feira;311
2023-08-04;2023;8;4;sexta-feira;339
2023-08-07;2023;8;7;segunda-feira;326
2023-08-09;2023;8;9;quarta-feira;362
2023-08-10;2023;8;10;quinta-feira;308
2023-08-15;2023;8;15;terça-feira;289
2023-08-21;2023;8;21;segunda-feira;296
2023-08-25;2023;8;25;sexta-feira;340
2023-08-26;2023;8;26;sábado;299
2014-01-24;2014;1;24;sexta-feira;345
2014-01-25;2014;1;25;sábado;310
2014-01-28;2014;1;28;terça-feira;343
2014-01-29;2014;1;29;quarta-feira;331
2014-02-10;2014;2;10;segunda-feira;427
2014-02-12;2014;2;12;quarta-feira;337
2014-02-19;2014;2;19;quarta-feira;322
2014-02-21;2014;2;21;sexta-feira;327
2014-02-27;2014;2;27;quinta-feira;370
2014-03-01;2014;3;1;sábado;292
2014-03-12;2014;3;12;quarta-feira;314
2014-03-19;2014;3;19;quarta-feira;305
2014-03-21;2014;3;21;sexta-feira;296
2014-03-24;2014;3;24;segunda-feira;334
2014-03-31;2014;3;31;segunda-feira;353
2014-04-04;2014;4;4;sexta-feira;268
2014-04-15;2014;4;15;terça-feira;310
2014-04-18;2014;4;18;sexta-feira;256
2014-04-22;2014;4;22;terça-feira;278
2014-04-24;2014;4;24;quinta-feira;302
2014-05-01;2014;5;1;quinta-feira;246
2014-05-02;2014;5;2;sexta-feira;325
2014-05-03;2014;5;3;sábado;239
2014-05-08;2014;5;8;quinta-feira;262
2014-05-12;2014;5;12;segunda-feira;269
2014-05-31;2014;5;31;sábado;240
2014-06-11;2014;6;11;quarta-feira;277
2014-06-14;2014;6;14;sábado;230
2014-06-15;2014;6;15;domingo;254
2014-06-27;2014;6;27;sexta-feira;253
2014-06-28;2014;6;28;sábado;217
2014-07-08;2014;7;8;terça-feira;249
2014-07-10;2014;7;10;quinta-feira;277
2014-07-18;2014;7;18;sexta-feira;260
2014-07-23;2014;7;23;quarta-feira;266
2014-07-24;2014;7;24;quinta-feira;246
2014-07-29;2014;7;29;terça-feira;251
2014-08-01;2014;8;1;sexta-feira;263
2014-08-04;2014;8;4;segunda-feira;297
2014-08-06;2014;8;6;quarta-feira;249
2014-08-07;2014;8;7;quinta-feira;298
2014-08-08;2014;8;8;sexta-feira;260
2014-08-09;2014;8;9;sábado;222
2014-08-18;2014;8;18;segunda-feira;295
2014-08-31;2014;8;31;domingo;206
2014-09-02;2014;9;2;terça-feira;303
2014-09-09;2014;9;9;terça-feira;261
2014-09-13;2014;9;13;sábado;212
2014-09-19;2014;9;19;sexta-feira;252
2014-10-01;2014;10;1;quarta-feira;266
2014-10-05;2014;10;5;domingo;223
2014-10-10;2014;10;10;sexta-feira;281
2014-10-11;2014;10;11;sábado;217
2014-10-13;2014;10;13;segunda-feira;276
2014-10-21;2014;10;21;terça-feira;308
2014-10-22;2014;10;22;quarta-feira;284
2014-11-03;2014;11;3;segunda-feira;317
2014-11-08;2014;11;8;sábado;244
2014-11-12;2014;11;12;quarta-feira;288
2014-11-23;2014;11;23;domingo;252
2014-11-24;2014;11;24;segunda-feira;333
2014-11-30;2014;11;30;domingo;246
2014-12-01;2014;12;1;segunda-feira;371
2014-12-02;2014;12;2;terça-feira;331
2014-12-03;2014;12;3;quarta-feira;303
2014-12-09;2014;12;9;terça-feira;425
2014-12-11;2014;12;11;quinta-feira;349
2014-12-12;2014;12;12;sexta-feira;336
2014-12-21;2014;12;21;domingo;268
2014-12-27;2014;12;27;sábado;319
2015-01-02;2015;1;2;sexta-feira;471
2015-02-12;2015;2;12;quinta-feira;440
2015-02-21;2015;2;21;sábado;340
2015-02-23;2015;2;23;segunda-feira;446
2015-02-28;2015;2;28;sábado;351
2015-03-06;2015;3;6;sexta-feira;327
2015-03-13;2015;3;13;sexta-feira;327
2015-03-16;2015;3;16;segunda-feira;327
2015-03-20;2015;3;20;sexta-feira;323
2015-03-27;2015;3;27;sexta-feira;311
2015-04-02;2015;4;2;quinta-feira;334
2015-04-03;2015;4;3;sexta-feira;299
2015-04-10;2015;4;10;sexta-feira;243
2015-04-11;2015;4;11;sábado;242
2015-04-16;2015;4;16;quinta-feira;287
2015-04-19;2015;4;19;domingo;196
2015-04-21;2015;4;21;terça-feira;256
2015-05-04;2015;5;4;segunda-feira;343
2015-05-06;2015;5;6;quarta-feira;275
2015-05-16;2015;5;16;sábado;226
2015-05-17;2015;5;17;domingo;250
2015-05-19;2015;5;19;terça-feira;271
2015-05-20;2015;5;20;quarta-feira;246
2015-05-21;2015;5;21;quinta-feira;236
2015-05-25;2015;5;25;segunda-feira;277
2015-05-26;2015;5;26;terça-feira;304
2015-06-12;2015;6;12;sexta-feira;263
2015-06-14;2015;6;14;domingo;198
2015-06-20;2015;6;20;sábado;279
2015-06-21;2015;6;21;domingo;235
2015-06-22;2015;6;22;segunda-feira;329
2015-06-26;2015;6;26;sexta-feira;243
2015-06-30;2015;6;30;terça-feira;269
2015-07-01;2015;7;1;quarta-feira;258
2015-07-06;2015;7;6;segunda-feira;290
2015-07-07;2015;7;7;terça-feira;268
2015-07-08;2015;7;8;quarta-feira;269
2015-07-12;2015;7;12;domingo;226
2015-07-15;2015;7;15;quarta-feira;275
2015-07-16;2015;7;16;quinta-feira;250
2015-07-17;2015;7;17;sexta-feira;268
2015-08-03;2015;8;3;segunda-feira;287
2015-08-19;2015;8;19;quarta-feira;236
2015-08-25;2015;8;25;terça-feira;219
2015-08-31;2015;8;31;segunda-feira;287
2015-09-05;2015;9;5;sábado;228
2015-09-14;2015;9;14;segunda-feira;268
2015-09-17;2015;9;17;quinta-feira;261
2015-09-24;2015;9;24;quinta-feira;282
2015-09-30;2015;9;30;quarta-feira;295
2015-10-01;2015;10;1;quinta-feira;265
2015-10-05;2015;10;5;segunda-feira;325
2015-10-07;2015;10;7;quarta-feira;257
2015-10-08;2015;10;8;quinta-feira;270
2015-10-12;2015;10;12;segunda-feira;275
2015-10-19;2015;10;19;segunda-feira;293
2015-10-20;2015;10;20;terça-feira;266
2015-10-22;2015;10;22;quinta-feira;242
2015-11-09;2015;11;9;segunda-feira;307
2015-11-10;2015;11;10;terça-feira;310
2015-11-23;2015;11;23;segunda-feira;309
2015-11-24;2015;11;24;terça-feira;300
2015-11-27;2015;11;27;sexta-feira;338
2015-12-11;2015;12;11;sexta-feira;283
2015-12-18;2015;12;18;sexta-feira;308
2015-12-20;2015;12;20;domingo;258
2016-01-08;2016;1;8;sexta-feira;361
2016-01-14;2016;1;14;quinta-feira;368
2016-01-15;2016;1;15;sexta-feira;360
2016-01-16;2016;1;16;sábado;263
2016-01-18;2016;1;18;segunda-feira;360
2016-01-22;2016;1;22;sexta-feira;352
2016-01-26;2016;1;26;terça-feira;350
2016-01-30;2016;1;30;sábado;311
2016-02-07;2016;2;7;domingo;280
2016-02-08;2016;2;8;segunda-feira;402
2016-02-15;2016;2;15;segunda-feira;353
2016-02-19;2016;2;19;sexta-feira;361
2016-03-03;2016;3;3;quinta-feira;371
2016-03-11;2016;3;11;sexta-feira;344
2016-03-23;2016;3;23;quarta-feira;339
2016-03-31;2016;3;31;quinta-feira;322
2016-04-02;2016;4;2;sábado;295
2016-04-03;2016;4;3;domingo;263
2016-04-04;2016;4;4;segunda-feira;343
2016-04-11;2016;4;11;segunda-feira;400
2016-04-20;2016;4;20;quarta-feira;334
2016-04-21;2016;4;21;quinta-feira;258
2016-04-25;2016;4;25;segunda-feira;249
2016-04-29;2016;4;29;sexta-feira;278
2016-04-30;2016;4;30;sábado;155
2016-05-02;2016;5;2;segunda-feira;336
2016-05-03;2016;5;3;terça-feira;314
2016-05-05;2016;5;5;quinta-feira;291
2016-05-08;2016;5;8;domingo;265
2016-05-25;2016;5;25;quarta-feira;294
2016-06-02;2016;6;2;quinta-feira;287
2016-06-13;2016;6;13;segunda-feira;285
2016-06-15;2016;6;15;quarta-feira;277
2016-06-21;2016;6;21;terça-feira;337
2016-06-25;2016;6;25;sábado;257
2016-06-26;2016;6;26;domingo;209
2016-06-28;2016;6;28;terça-feira;275
2016-07-08;2016;7;8;sexta-feira;281
2016-07-16;2016;7;16;sábado;261
2016-07-17;2016;7;17;domingo;264
2016-07-20;2016;7;20;quarta-feira;289
2016-07-21;2016;7;21;quinta-feira;295
2016-07-22;2016;7;22;sexta-feira;289
2016-07-29;2016;7;29;sexta-feira;320
2016-08-05;2016;8;5;sexta-feira;264
2016-08-13;2016;8;13;sábado;264
2016-08-16;2016;8;16;terça-feira;353
2016-08-20;2016;8;20;sábado;231
2016-08-21;2016;8;21;domingo;219
2016-08-25;2016;8;25;quinta-feira;279
2016-08-26;2016;8;26;sexta-feira;285
2016-08-28;2016;8;28;domingo;215
2016-09-01;2016;9;1;quinta-feira;257
2016-09-03;2016;9;3;sábado;237
2016-09-04;2016;9;4;domingo;236
2016-09-05;2016;9;5;segunda-feira;332
2016-09-16;2016;9;16;sexta-feira;263
2016-09-18;2016;9;18;domingo;237
2016-09-21;2016;9;21;quarta-feira;286
2016-09-26;2016;9;26;segunda-feira;283
2016-10-02;2016;10;2;domingo;217
2016-10-05;2016;10;5;quarta-feira;203
2016-10-06;2016;10;6;quinta-feira;299
2016-10-08;2016;10;8;sábado;266
2016-10-09;2016;10;9;domingo;205
2016-10-15;2016;10;15;sábado;237
2016-10-16;2016;10;16;domingo;228
2016-10-19;2016;10;19;quarta-feira;326
