Período;ARS;ACES;Localização Geográfica;Sexo;Faixa Etária;Nº Utentes;ID
2020-08;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;<20;67;2020-8/<20/Masculino/Dão e Lafões
2020-08;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;50-64;109;2020-8/50-64/Feminino/Dão e Lafões
2020-08;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;50-64;32;2020-8/50-64/Feminino/Lisboa Norte
2020-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;65 e +;156;2020-8/65 e +/Masculino/Lisboa Central
2020-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;50-64;163;2020-8/50-64/Feminino/Lisboa Central
2020-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;<20;57;2020-8/<20/Masculino/Lisboa Ocidental e Oeiras
2020-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;20-34;9;2020-8/20-34/Masculino/Lisboa Ocidental e Oeiras
2020-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;50-64;14;2020-8/50-64/Masculino/Lisboa Ocidental e Oeiras
2020-08;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;<20;55;2020-8/<20/Masculino/Loures-Odivelas
2020-08;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;20-34;5;2020-8/20-34/Masculino/Loures-Odivelas
2020-08;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;50-64;30;2020-8/50-64/Masculino/Loures-Odivelas
2020-08;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;20-34;14;2020-8/20-34/Feminino/Loures-Odivelas
2020-08;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;50-64;36;2020-8/50-64/Feminino/Loures-Odivelas
2020-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;20-34;19;2020-8/20-34/Masculino/Sintra
2020-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;<20;52;2020-8/<20/Feminino/Sintra
2020-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;50-64;98;2020-8/50-64/Feminino/Sintra
2020-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;65 e +;87;2020-8/65 e +/Feminino/Sintra
2020-08;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;20-34;8;2020-8/20-34/Masculino/Cascais
2020-08;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;50-64;17;2020-8/50-64/Masculino/Cascais
2020-08;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;<20;3;2020-8/<20/Feminino/Cascais
2020-08;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;20-34;9;2020-8/20-34/Feminino/Cascais
2020-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;65 e +;67;2020-8/65 e +/Masculino/Estuário do Tejo
2020-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;35-49;85;2020-8/35-49/Feminino/Estuário do Tejo
2020-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;20-34;5;2020-8/20-34/Feminino/Arco Ribeirinho
2020-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;35-49;15;2020-8/35-49/Feminino/Arco Ribeirinho
2020-08;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Masculino;<20;14;2020-8/<20/Masculino/Arrábida
2020-08;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;50-64;2;2020-8/50-64/Masculino/Oeste Norte
2020-08;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;65 e +;61;2020-8/65 e +/Feminino/Oeste Sul
2020-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;35-49;11;2020-8/35-49/Masculino/Médio Tejo
2020-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;65 e +;28;2020-8/65 e +/Masculino/Médio Tejo
2020-08;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;35-49;84;2020-8/35-49/Masculino/Lezíria
2020-08;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;50-64;113;2020-8/50-64/Masculino/Lezíria
2020-08;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;20-34;45;2020-8/20-34/Feminino/Lezíria
2020-08;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;65 e +;102;2020-8/65 e +/Feminino/Lezíria
2020-08;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;50-64;59;2020-8/50-64/Feminino/Alentejo Central
2020-08;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;35-49;51;2020-8/35-49/Feminino/Algarve I - Central
2020-08;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;<20;53;2020-8/<20/Masculino/Algarve II - Barlavento
2020-08;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;65 e +;46;2020-8/65 e +/Masculino/Algarve II - Barlavento
2020-08;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;65 e +;56;2020-8/65 e +/Feminino/AlgarveIII - Sotavento
2019-07;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;35-49;11;2019-7/35-49/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2019-07;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;20-34;4;2019-7/20-34/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2019-07;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;35-49;1;2019-7/35-49/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2019-07;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;50-64;20;2019-7/50-64/Masculino/Cávado II - Gerês/Cabreira
2019-07;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;<20;117;2019-7/<20/Masculino/Tâmega I - Baixo Tâmega
2019-07;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;65 e +;171;2019-7/65 e +/Feminino/Tâmega I - Baixo Tâmega
2019-07;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;65 e +;134;2019-7/65 e +/Feminino/Tâmega II - Vale do Sousa Sul
2019-07;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;35-49;36;2019-7/35-49/Masculino/Grande Porto I - Santo Tirso/Trofa
2019-07;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;<20;14;2019-7/<20/Feminino/Grande Porto I - Santo Tirso/Trofa
2019-07;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;35-49;56;2019-7/35-49/Feminino/Grande Porto I - Santo Tirso/Trofa
2019-07;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;50-64;95;2019-7/50-64/Feminino/Grande Porto I - Santo Tirso/Trofa
2019-07;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;65 e +;66;2019-7/65 e +/Feminino/Grande Porto I - Santo Tirso/Trofa
2019-07;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;65 e +;17;2019-7/65 e +/Masculino/Grande Porto II - Gondomar
2019-07;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;50-64;27;2019-7/50-64/Feminino/Grande Porto II - Gondomar
2019-07;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;50-64;1;2019-7/50-64/Masculino/Grande Porto III - Maia/Valongo
2019-07;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;50-64;2;2019-7/50-64/Feminino/Grande Porto III - Maia/Valongo
2019-07;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;65 e +;3;2019-7/65 e +/Feminino/Grande Porto III - Maia/Valongo
2019-07;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;35-49;24;2019-7/35-49/Masculino/Grande Porto V - Porto Ocidental
2019-07;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;<20;45;2019-7/<20/Feminino/Grande Porto V - Porto Ocidental
2019-07;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;20-34;28;2019-7/20-34/Feminino/Grande Porto V - Porto Ocidental
2019-07;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;50-64;43;2019-7/50-64/Feminino/Grande Porto V - Porto Ocidental
2019-07;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;<20;35;2019-7/<20/Feminino/Grande Porto VI - Porto Oriental
2019-07;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;65 e +;91;2019-7/65 e +/Masculino/Entre Douro e Vouga I - Feira/Arouca
2019-07;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;50-64;164;2019-7/50-64/Feminino/Entre Douro e Vouga I - Feira/Arouca
2019-07;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;20-34;24;2019-7/20-34/Masculino/Entre Douro e Vouga II - Aveiro Norte
2019-07;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Feminino;<20;38;2019-7/<20/Feminino/Entre Douro e Vouga II - Aveiro Norte
2019-07;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;35-49;39;2019-7/35-49/Masculino/ULS de Matosinhos
2019-07;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;65 e +;82;2019-7/65 e +/Masculino/ULS de Matosinhos
2019-07;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;20-34;42;2019-7/20-34/Feminino/ULS de Matosinhos
2019-07;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;65 e +;105;2019-7/65 e +/Feminino/ULS de Matosinhos
2019-07;Centro;Baixo Vouga;40.6405055,-8.6537539;Masculino;<20;2;2019-7/<20/Masculino/Baixo Vouga
2019-07;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;20-34;32;2019-7/20-34/Masculino/Beira Interior Sul
2019-07;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;35-49;39;2019-7/35-49/Masculino/Beira Interior Sul
2019-07;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;50-64;55;2019-7/50-64/Masculino/Beira Interior Sul
2019-07;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;65 e +;54;2019-7/65 e +/Masculino/Beira Interior Sul
2019-07;Centro;Beira Interior Sul;39.8211367,-7.5036651;Feminino;20-34;60;2019-7/20-34/Feminino/Beira Interior Sul
2019-07;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;<20;121;2019-7/<20/Masculino/Dão e Lafões
2019-07;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;20-34;20;2019-7/20-34/Masculino/Dão e Lafões
2019-07;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;35-49;54;2019-7/35-49/Masculino/Dão e Lafões
2019-07;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;<20;108;2019-7/<20/Feminino/Dão e Lafões
2019-07;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;65 e +;146;2019-7/65 e +/Feminino/Dão e Lafões
2019-07;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Masculino;35-49;2;2019-7/35-49/Masculino/Lisboa Norte
2019-07;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;35-49;4;2019-7/35-49/Feminino/Lisboa Norte
2019-07;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;65 e +;7;2019-7/65 e +/Feminino/Lisboa Norte
2019-07;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;50-64;266;2019-7/50-64/Masculino/Lisboa Central
2019-07;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;<20;122;2019-7/<20/Masculino/Lisboa Ocidental e Oeiras
2019-07;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;20-34;13;2019-7/20-34/Masculino/Lisboa Ocidental e Oeiras
2019-07;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;50-64;73;2019-7/50-64/Feminino/Lisboa Ocidental e Oeiras
2019-07;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;35-49;102;2019-7/35-49/Feminino/Loures-Odivelas
2019-07;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;35-49;25;2019-7/35-49/Masculino/Amadora
2019-07;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;35-49;99;2019-7/35-49/Feminino/Sintra
2019-07;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;20-34;45;2019-7/20-34/Masculino/Estuário do Tejo
2019-07;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;50-64;153;2019-7/50-64/Masculino/Estuário do Tejo
2019-07;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;<20;66;2019-7/<20/Feminino/Almada-Seixal
2019-07;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;50-64;146;2019-7/50-64/Feminino/Almada-Seixal
2019-07;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;20-34;18;2019-7/20-34/Masculino/Arco Ribeirinho
2019-07;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;65 e +;91;2019-7/65 e +/Masculino/Arco Ribeirinho
2019-07;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;65 e +;76;2019-7/65 e +/Feminino/Arco Ribeirinho
2019-07;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;50-64;18;2019-7/50-64/Masculino/Oeste Norte
2019-07;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;65 e +;20;2019-7/65 e +/Masculino/Oeste Norte
2019-07;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Feminino;<20;3;2019-7/<20/Feminino/Oeste Norte
2019-07;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Feminino;35-49;16;2019-7/35-49/Feminino/Oeste Norte
2019-07;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;<20;24;2019-7/<20/Masculino/Oeste Sul
2019-07;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;65 e +;129;2019-7/65 e +/Masculino/Oeste Sul
2019-07;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;<20;9;2019-7/<20/Masculino/Médio Tejo
2019-07;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;20-34;11;2019-7/20-34/Masculino/Médio Tejo
2019-07;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;35-49;30;2019-7/35-49/Masculino/Médio Tejo
2019-07;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;50-64;38;2019-7/50-64/Masculino/Médio Tejo
2019-07;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;<20;61;2019-7/<20/Masculino/Lezíria
2019-07;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;65 e +;339;2019-7/65 e +/Masculino/Lezíria
2019-07;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;35-49;323;2019-7/35-49/Feminino/Lezíria
2019-07;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;35-49;114;2019-7/35-49/Feminino/Alentejo Central
2019-07;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;65 e +;76;2019-7/65 e +/Masculino/Algarve II - Barlavento
2019-07;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;65 e +;61;2019-7/65 e +/Feminino/Algarve II - Barlavento
2019-07;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;<20;67;2019-7/<20/Masculino/AlgarveIII - Sotavento
2019-07;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;<20;61;2019-7/<20/Feminino/AlgarveIII - Sotavento
2019-07;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;35-49;56;2019-7/35-49/Feminino/AlgarveIII - Sotavento
2019-08;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;20-34;31;2019-8/20-34/Feminino/ULS Nordeste
2019-08;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;35-49;14;2019-8/35-49/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2019-08;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;50-64;57;2019-8/50-64/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2019-08;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;<20;5;2019-8/<20/Masculino/Douro I - Marão e Douro Norte
2019-08;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;50-64;76;2019-8/50-64/Feminino/Douro I - Marão e Douro Norte
2019-08;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;65 e +;77;2019-8/65 e +/Feminino/Douro I - Marão e Douro Norte
2019-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;<20;13;2019-8/<20/Feminino/Douro II - Douro Sul
2019-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;50-64;256;2019-8/50-64/Feminino/Douro II - Douro Sul
2019-08;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;<20;3;2019-8/<20/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2019-08;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;65 e +;16;2019-8/65 e +/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2019-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;20-34;123;2019-8/20-34/Feminino/Tâmega I - Baixo Tâmega
2019-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;35-49;111;2019-8/35-49/Feminino/Tâmega II - Vale do Sousa Sul
2019-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;50-64;186;2019-8/50-64/Feminino/Tâmega II - Vale do Sousa Sul
2019-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;<20;15;2019-8/<20/Masculino/Grande Porto I - Santo Tirso/Trofa
2019-08;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;35-49;13;2019-8/35-49/Masculino/Grande Porto III - Maia/Valongo
2019-08;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;50-64;17;2019-8/50-64/Masculino/Grande Porto III - Maia/Valongo
2019-08;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;<20;40;2019-8/<20/Masculino/Grande Porto V - Porto Ocidental
2019-08;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;50-64;33;2019-8/50-64/Masculino/Grande Porto V - Porto Ocidental
2019-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;50-64;175;2019-8/50-64/Feminino/Entre Douro e Vouga I - Feira/Arouca
2019-08;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Feminino;20-34;63;2019-8/20-34/Feminino/Entre Douro e Vouga II - Aveiro Norte
2019-08;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;35-49;40;2019-8/35-49/Masculino/ULS de Matosinhos
2019-08;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;50-64;92;2019-8/50-64/Masculino/ULS de Matosinhos
2019-08;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;35-49;57;2019-8/35-49/Feminino/ULS de Matosinhos
2019-08;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;20-34;32;2019-8/20-34/Masculino/Beira Interior Sul
2019-08;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;35-49;39;2019-8/35-49/Masculino/Beira Interior Sul
2019-08;Centro;Beira Interior Sul;39.8211367,-7.5036651;Feminino;20-34;60;2019-8/20-34/Feminino/Beira Interior Sul
2019-08;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;<20;119;2019-8/<20/Feminino/Dão e Lafões
2019-08;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;20-34;44;2019-8/20-34/Feminino/Dão e Lafões
2019-08;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;20-34;3;2019-8/20-34/Feminino/Lisboa Norte
2019-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;35-49;196;2019-8/35-49/Masculino/Lisboa Central
2019-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;50-64;329;2019-8/50-64/Feminino/Lisboa Central
2019-08;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;65 e +;383;2019-8/65 e +/Feminino/Lisboa Central
2019-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;20-34;14;2019-8/20-34/Masculino/Lisboa Ocidental e Oeiras
2019-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;65 e +;66;2019-8/65 e +/Masculino/Lisboa Ocidental e Oeiras
2019-08;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;<20;114;2019-8/<20/Feminino/Lisboa Ocidental e Oeiras
2019-08;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;<20;144;2019-8/<20/Feminino/Loures-Odivelas
2019-08;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;65 e +;152;2019-8/65 e +/Feminino/Loures-Odivelas
2019-08;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;<20;2;2019-8/<20/Masculino/Amadora
2019-08;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;50-64;63;2019-8/50-64/Masculino/Amadora
2019-08;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Feminino;20-34;12;2019-8/20-34/Feminino/Amadora
2019-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;35-49;65;2019-8/35-49/Masculino/Sintra
2019-08;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;50-64;206;2019-8/50-64/Feminino/Sintra
2019-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;<20;55;2019-8/<20/Feminino/Estuário do Tejo
2019-08;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;20-34;98;2019-8/20-34/Feminino/Estuário do Tejo
2019-08;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;50-64;131;2019-8/50-64/Masculino/Almada-Seixal
2019-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;<20;1;2019-8/<20/Masculino/Arco Ribeirinho
2019-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;35-49;45;2019-8/35-49/Masculino/Arco Ribeirinho
2019-08;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;<20;3;2019-8/<20/Feminino/Arco Ribeirinho
2019-08;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Masculino;35-49;1;2019-8/35-49/Masculino/Arrábida
2019-08;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;<20;9;2019-8/<20/Masculino/Oeste Norte
2019-08;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;35-49;4;2019-8/35-49/Masculino/Oeste Norte
2019-08;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Feminino;<20;3;2019-8/<20/Feminino/Oeste Norte
2019-08;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Feminino;65 e +;13;2019-8/65 e +/Feminino/Oeste Norte
2019-08;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;<20;20;2019-8/<20/Feminino/Oeste Sul
2019-08;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;35-49;98;2019-8/35-49/Feminino/Oeste Sul
2019-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;65 e +;50;2019-8/65 e +/Masculino/Médio Tejo
2019-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;50-64;71;2019-8/50-64/Feminino/Médio Tejo
2019-08;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;65 e +;43;2019-8/65 e +/Feminino/Médio Tejo
2019-08;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;50-64;373;2019-8/50-64/Feminino/Lezíria
2019-08;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;20-34;43;2019-8/20-34/Masculino/Alentejo Central
2019-08;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;65 e +;114;2019-8/65 e +/Masculino/Alentejo Central
